"nomeZTor","nomeZTdest","flowOD","flowDO","FE","COD_ORIGEM","COD_DESTINO"
"Grajau 1","Praca Sete",214.78,0,40,4551407,4551410
"Meier 2","Praca Sete",658.07,0,40,4551407,4551715
"Meier 2","Praca Sete",292.13,0,15,4551407,4551715
"Praca da Bandeira","Praca Sete",643.11,0,40,4551407,4551301
"Tindiba","Praca Sete",860.03,0,15,4551407,4552116
"Barra Shopping","Praca Sete",2385.38,0,40,4551407,4552917
"Morro do Alemao","Praca Sete",212.8,0,20,4551407,4553501
"Estrada Tres Rios","Praca Sete",546.77,0,20,4551407,4552101
"Andarai 2","Praca Sete",374.05,0,40,4551407,4551409
"Vila Isabel 2","Praca Sete",738.91,0,10,4551407,4551405
"Cachambi 3","Praca Sete",179.01,0,20,4551407,4551713
"Av.Passos","Praca Sete",217.45,0,20,4551407,4550701
"Rua Escobar","Praca Sete",1823.18,0,40,4551407,4551205
"Muda","Praca Sete",247.73,0,15,4551407,4551306
"Saens Pena","Praca Sete",647.73,0,15,4551407,4551305
"Rodoviaria","Praca Sete",718.17,0,40,4551407,4550603
"Meier 3","Praca Sete",615.63,0,20,4551407,4551716
"Cruz Vermelha","Praca Sete",752.85,0,40,4551407,4550709
"Cachambi 2","Praca Sete",104.66,0,15,4551407,4551712
"Leme","Praca Sete",94.01,0,40,4551407,4551001
"Vila Isabel 1","Praca Sete",248.16,0,10,4551407,4551404
"Tindiba","Praca Sete",847.97,0,20,4551407,4552116
"Andarai 1","Praca Sete",447.7,0,15,4551407,4551408
"Engenho Novo 2","Praca Sete",236.86,0,15,4551407,4551710
"Fonseca Teles","Praca Sete",214.01,0,40,4551407,4551201
"Andarai 1","Praca Sete",601.39,0,20,4551407,4551408
"Todos os Santos 1","Praca Sete",336.15,0,40,4551407,4551718
"Praca Sete","Praca Sete",496.51,0,40,4551407,4551407
"Afonso Pena","Praca Sete",542.03,0,40,4551407,4551302
"Rio Comprido 1","Praca Sete",240.53,0,20,4551407,4550804
"Piranhao","Praca Sete",339.29,0,40,4551407,4550802
"Candelaria","Praca Sete",187.62,0,20,4551407,4550703
"Cachambi 2","Praca Sete",164.76,0,40,4551407,4551712
"Grajau 2","Praca Sete",273.08,0,15,4551407,4551411
"Engenho Novo 1","Praca Sete",553.88,0,20,4551407,4551709
"Praca Sete","Praca Sete",1832.34,0,20,4551407,4551407
"Grajau 2","Praca Sete",269.52,0,2,4551407,4551411
"1o. de marco","Praca Sete",380.39,0,40,4551407,4550704
"Leblon","Praca Sete",246.57,0,40,4551407,4551112
"Praca Seca 1","Praca Sete",167.44,0,40,4551407,4552126
"Saens Pena","Praca Sete",423.03,0,20,4551407,4551305
"Muda","Praca Sete",295.64,0,40,4551407,4551306
"Vila Isabel 2","Praca Sete",227.32,0,40,4551407,4551405
"Arpoador","Praca Sete",198.68,0,40,4551407,4551101
"Afonso Pena","Praca Sete",210.45,0,10,4551407,4551302
"Grajau 2","Praca Sete",1104.61,0,40,4551407,4551411
"Engenho Novo 2","Praca Sete",244.91,0,20,4551407,4551710
"Rua do Bispo","Praca Sete",322.69,0,40,4551407,4551303
"Meier 1","Praca Sete",664.62,0,40,4551407,4551714
"Engenho Novo 1","Praca Sete",260.54,0,10,4551407,4551709
"Rua Sao Miguel","Andarai 1",411.32,0,10,4551408,4551307
"Rio Comprido 1","Andarai 1",792.72,0,40,4551408,4550804
"Grajau 2","Andarai 1",745.21,0,40,4551408,4551411
"Andarai 2","Andarai 1",2019.58,0,40,4551408,4551409
"Piranhao","Andarai 1",891.06,0,40,4551408,4550802
"Andarai 1","Andarai 1",1093.53,0,2,4551408,4551408
"Todos os Santos 2","Andarai 1",1479.51,0,40,4551408,4551719
"Praca da Bandeira","Andarai 1",698.58,0,40,4551408,4551301
"Gavea","Andarai 1",806.67,0,20,4551408,4551113
"Praia de Botafogo","Andarai 1",453.07,0,40,4551408,4550914
"Rua do Bispo","Andarai 1",411.32,0,15,4551408,4551303
"Passeio Publico","Andarai 1",2293.29,0,40,4551408,4550707
"Andarai 1","Andarai 1",2411.91,0,40,4551408,4551408
"Av. Chile","Andarai 1",2293.29,0,40,4551408,4550708
"Andarai 1","Andarai 1",900.43,0,10,4551408,4551408
"Aerop.S.Dumont","Andarai 1",2293.29,0,40,4551408,4550705
"Muda","Andarai 1",3142.91,0,40,4551408,4551306
"Sousa Lima","Andarai 1",824.02,0,20,4551408,4551005
"Magno","Andarai 1",602.22,0,20,4551408,4552013
"Saens Pena","Andarai 1",3168.14,0,40,4551408,4551305
"Morais e Silva","Andarai 1",590.98,0,10,4551408,4551401
"Morais e Silva","Andarai 1",802.47,0,40,4551408,4551401
"Curicica","Andarai 1",440.6,0,40,4551408,4552114
"Alm. Barroso","Andarai 1",311.24,0,40,4551408,4550706
"Andarai 1","Andarai 1",605.1,0,15,4551408,4551408
"Catete","Andarai 1",780.1,0,20,4551408,4550903
"Vila Isabel 1","Andarai 1",665.28,0,10,4551408,4551404
"Av. Chile","Andarai 1",661.51,0,20,4551408,4550708
"Av.Passos","Andarai 1",706.94,0,40,4551408,4550701
"Saens Pena","Andarai 1",1187.94,0,20,4551408,4551305
"1o. de marco","Andarai 1",1202.95,0,20,4551408,4550704
"Muda","Andarai 1",371.51,0,2,4551408,4551306
"Vila Isabel 1","Andarai 1",2019.58,0,40,4551408,4551404
"1o. de marco","Andarai 1",4073.34,0,40,4551408,4550704
"Piedade 2","Andarai 1",394.39,0,40,4551408,4551729
"S.F.Xavier","Andarai 1",419.95,0,40,4551408,4551304
"Santa Tereza","Andarai 1",418.54,0,40,4551408,4552802
"Mal.Floriano","Andarai 1",873.58,0,40,4551408,4550702
"Candelaria","Andarai 1",458.38,0,40,4551408,4550703
"Cruz Vermelha","Andarai 1",1351.54,0,40,4551408,4550709
"Rua Sao Miguel","Andarai 2",752.75,0,20,4551409,4551307
"Muda","Andarai 2",1711.46,0,40,4551409,4551306
"Piranhao","Andarai 2",338.93,0,40,4551409,4550802
"Andarai 2","Andarai 2",2690.33,0,40,4551409,4551409
"Mal.Floriano","Andarai 2",181.88,0,20,4551409,4550702
"Campo S.Cristovao","Andarai 2",475.11,0,20,4551409,4551202
"Ricardo Albuq. 2","Andarai 2",433.15,0,40,4551409,4552705
"Afonso Pena","Andarai 2",890.59,0,20,4551409,4551302
"Sampaio 1","Andarai 2",253.79,0,40,4551409,4551707
"Aerop.S.Dumont","Andarai 2",231.31,0,20,4551409,4550705
"Saens Pena","Andarai 2",714.55,0,2,4551409,4551305
"Meier 2","Andarai 2",279.56,0,20,4551409,4551715
"Rio Comprido 1","Andarai 2",1165.8,0,15,4551409,4550804
"Praca Sete","Andarai 2",302.3,0,40,4551409,4551407
"Engenho Novo 1","Andarai 2",344.33,0,40,4551409,4551709
"Hosp.Universitario","Andarai 2",264.33,0,40,4551409,4552502
"Saens Pena","Andarai 2",3827.25,0,20,4551409,4551305
"Carlos Gois","Andarai 2",3601.97,0,20,4551409,4551111
"Estacio","Andarai 2",1043,0,20,4551409,4550803
"Praca da Bandeira","Andarai 2",823.48,0,2,4551409,4551301
"Venceslau Braz","Andarai 2",2130.88,0,20,4551409,4550913
"Praia de Botafogo","Andarai 2",557.49,0,20,4551409,4550914
"Carlos Gois","Andarai 2",3831.88,0,40,4551409,4551111
"Passeio Publico","Andarai 2",560.04,0,40,4551409,4550707
"Andarai 2","Andarai 2",714.55,0,2,4551409,4551409
"Andarai 1","Andarai 2",946.33,0,10,4551409,4551408
"Muda","Andarai 2",883.56,0,10,4551409,4551306
"Lido","Andarai 2",2122.77,0,40,4551409,4551002
"Afonso Pena","Andarai 2",634.75,0,15,4551409,4551302
"Vila Isabel 1","Andarai 2",4943.46,0,20,4551409,4551404
"Rodoviaria","Andarai 2",163.75,0,40,4551409,4550603
"Vila Isabel 1","Andarai 2",824.26,0,10,4551409,4551404
"Praca da Bandeira","Andarai 2",5678.43,0,20,4551409,4551301
"Aerop.S.Dumont","Andarai 2",292,0,40,4551409,4550705
"Andarai 1","Andarai 2",4261.92,0,40,4551409,4551408
"Av.Passos","Andarai 2",839.6,0,40,4551409,4550701
"Catumbi","Andarai 2",1304.5,0,20,4551409,4550807
"Grajau 1","Andarai 2",553.41,0,20,4551409,4551410
"Benfica 2","Andarai 2",320.86,0,20,4551409,4551211
"Andarai 2","Andarai 2",1434.93,0,20,4551409,4551409
"Gal. Polidoro","Andarai 2",1132.99,0,20,4551409,4550912
"Siqueira Campos","Andarai 2",776.29,0,40,4551409,4551003
"Andarai 2","Andarai 2",1100.73,0,10,4551409,4551409
"Muda","Andarai 2",528.76,0,2,4551409,4551306
"Av.Passos","Andarai 2",215.93,0,20,4551409,4550701
"1o. de marco","Andarai 2",196.4,0,40,4551409,4550704
"Grajau 1","Andarai 2",1164.9,0,40,4551409,4551410
"1o. de marco","Andarai 2",184.62,0,20,4551409,4550704
"Madureira","Andarai 2",433.15,0,40,4551409,4552012
"Bosque da Barra","Andarai 2",1639.6,0,40,4551409,4552921
"Andarai 1","Andarai 2",788.46,0,2,4551409,4551408
"Muda","Andarai 2",1965.72,0,20,4551409,4551306
"Grajau 1","Grajau 1",1563.34,0,2,4551410,4551410
"Saens Pena","Grajau 1",795.99,0,20,4551410,4551305
"Grajau 2","Grajau 1",3343.71,0,40,4551410,4551411
"Andarai 1","Grajau 1",9868.59,0,20,4551410,4551408
"Vila Isabel 1","Grajau 1",901.95,0,20,4551410,4551404
"Meier 2","Grajau 1",255.81,0,20,4551410,4551715
"Meier 1","Grajau 1",272.14,0,40,4551410,4551714
"Grajau 2","Grajau 1",546.3,0,2,4551410,4551411
"Dona Marta","Grajau 1",1066.21,0,20,4551410,4550910
"Andarai 1","Grajau 1",569.89,0,2,4551410,4551408
"Praca da Bandeira","Grajau 1",899.09,0,40,4551410,4551301
"Grajau 1","Grajau 1",456.21,0,40,4551410,4551410
"Av. Chile","Grajau 1",453.95,0,40,4551410,4550708
"Grajau 1","Grajau 1",10507.11,0,20,4551410,4551410
"Praia de Botafogo","Grajau 1",295.37,0,20,4551410,4550914
"Rio Comprido 1","Grajau 1",2188.21,0,15,4551410,4550804
"Olaria 1","Grajau 1",483.2,0,20,4551410,4551508
"Mare 2","Grajau 1",514.04,0,40,4551410,4553602
"Morais e Silva","Grajau 1",1947.4,0,15,4551410,4551401
"Andarai 2","Grajau 1",1220.48,0,20,4551410,4551409
"Campo S.Cristovao","Grajau 1",742.41,0,20,4551410,4551202
"Av. Chile","Grajau 1",731.54,0,20,4551410,4550708
"Gardenia Azul","Grajau 1",214.99,0,40,4551410,4552104
"Andarai 2","Grajau 1",558.4,0,2,4551410,4551409
"Andarai 1","Grajau 1",3104.31,0,10,4551410,4551408
"Pereira das Neves","Grajau 1",518.27,0,15,4551410,4551403
"Praca Maua","Grajau 1",880.58,0,40,4551410,4550605
"S.F.Xavier","Grajau 1",315.92,0,40,4551410,4551304
"Piranhao","Grajau 1",857.09,0,40,4551410,4550802
"Av.Passos","Grajau 1",522.46,0,20,4551410,4550701
"Vila Isabel 1","Grajau 1",667.45,0,2,4551410,4551404
"Magno","Grajau 1",314.42,0,20,4551410,4552013
"Rio Comprido 1","Grajau 1",252.87,0,20,4551410,4550804
"Andarai 1","Grajau 1",637.81,0,40,4551410,4551408
"Sao Salvador","Grajau 1",492.53,0,40,4551410,4550904
"Afonso Pena","Grajau 1",319.18,0,20,4551410,4551302
"Marechal Hermes 1","Grajau 1",228.63,0,40,4551410,4552001
"Passeio Publico","Grajau 1",212.28,0,40,4551410,4550707
"Rua Bela","Grajau 1",312.75,0,20,4551410,4551203
"Av.Passos","Grajau 1",1478.59,0,40,4551410,4550701
"Praca Sete","Grajau 1",388.04,0,40,4551410,4551407
"Maracana","Grajau 1",654.7,0,40,4551410,4551402
"Vila Isabel 1","Grajau 1",1178.24,0,40,4551410,4551404
"Alm. Barroso","Grajau 1",1164.69,0,40,4551410,4550706
"Saens Pena","Grajau 1",1887.03,0,40,4551410,4551305
"Benfica 2","Grajau 1",654.7,0,40,4551410,4551211
"Fonseca Teles","Grajau 1",800.47,0,40,4551410,4551201
"Rio Comprido 1","Grajau 1",626.77,0,40,4551410,4550804
"1o. de marco","Grajau 1",456.21,0,40,4551410,4550704
"Andarai 2","Grajau 1",456.26,0,40,4551410,4551409
"Barrinha","Grajau 1",1066.62,0,40,4551410,4552902
"Nova America","Grajau 1",269.35,0,20,4551410,4553203
"Vila Isabel 1","Grajau 1",315.31,0,15,4551410,4551404
"S.F.Xavier","Grajau 2",588.56,0,40,4551411,4551304
"Bonsucesso 1","Grajau 2",1017.76,0,15,4551411,4551503
"Saens Pena","Grajau 2",1456.07,0,40,4551411,4551305
"1o. de marco","Grajau 2",1783.55,0,20,4551411,4550704
"Morro dos Macacos","Grajau 2",509.4,0,40,4551411,4551406
"Morais e Silva","Grajau 2",544.83,0,15,4551411,4551401
"Cruz Vermelha","Grajau 2",425.75,0,40,4551411,4550709
"Quinta Boa Vista","Grajau 2",591.22,0,20,4551411,4551207
"Downtown","Grajau 2",1172.08,0,20,4551411,4552908
"Gavea","Grajau 2",1183.81,0,40,4551411,4551113
"Praca da Bandeira","Grajau 2",1421.25,0,40,4551411,4551301
"Hosp.Universitario","Grajau 2",1198.7,0,20,4551411,4552502
